from,to,distance,ntrains
BBU,PSE,13,2
BBU,DGO,9,2
BC,IZN,5,22
BC,BRY,2,16
BC,BE,3,8
BC,BPR,17,2
BCA,BJU,17,18
BCA,DSS,11,11
BCA,STJT,6,2
BCA,TGA,9,1
BCA,SPP,33,4
BCA,SPJ,34,2
BCB,SDMD,3,1
BCB,JBO,3,1
BCH,MKC,20,22
BCH,KSH,12,12
BCH,SJP,44,24
BCH,UJN,60,20
BCH,PUO,12,2
BCH,KONY,5,2
BCHL,KRDL,9,4
BCHL,DWZ,34,2
BCHL,BHNS,10,2
BCK,RDU,6,2
BCK,KGP,24,2
BCN,RBL,31,12
BCN,LKO,47,16
BCN,HCP,16,12
BCN,NHN,11,8
BCOB,GIMB,37,34
BCOB,SIOB,16,32
BCOB,VONB,9,2
BCOB,CHIB,13,2
BCP,RAI,10,1
BCP,IDH,8,1
BCQ,STN,4,2
BCRD,JMV,5,4
BCRD,BXY,8,4
BCU,BTI,17,4
BCU,PUL,15,4
BCY,BSB,4,26
BCY,SRNT,7,8
BCY,KDQ,17,4
BD,MZR,41,34
BD,DMN,46,22
BD,CND,29,10
BD,NGP,174,14
BD,WR,95,43
BD,BSL,219,2
BD,KUM,16,1
BD,NAVI,6,6
BDBA,RHMA,12,1
BDBA,PRDP,11,1
BDBP,NILE,2,2
BDBP,DGLE,7,2
BDC,NH,9,34
BDC,BWN,68,54
BDC,KOAA,43,6
BDC,NDAE,66,16
BDC,CGR,7,3
BDC,HWH,39,33
BDC,SHE,17,5
BDC,SRP,19,2
BDC,CNS,4,6
BDC,MUG,7,1
BDC,BSAE,5,1
BDC,KJU,12,1
BDC,KWAE,105,2
BDCR,KRA,39,2
BDCR,MUGR,49,2
BDCR,BTPD,9,2
BDDR,LAL,7,2
BDDR,KSD,6,2
BDE,JJW,8,1
BDE,JBU,5,1
BDGM,SINA,12,2
BDGU,GIN,9,3
BDGU,JBGD,9,3
BDH,GKH,11,2
BDH,BHP,8,5
BDH,PCQ,5,3
BDI,JL,11,2
BDI,BSL,13,2
BDJ,TLY,22,29
BDJ,CLT,46,27
BDJ,QLD,22,20
BDJ,MAHE,13,22
BDJ,PYOL,10,6
BDJ,CAN,43,2
BDL,MZP,7,34
BDL,PCOI,74,20
BDL,DDU,70,4
BDL,PRYJ,83,8
BDL,MNF,28,2
BDL,MJA,44,8
BDLN,GOM,13,6
BDLN,DMC,13,4
BDLN,JFD,8,2
BDM,BGK,26,15
BDM,GDG,66,13
BDM,GED,13,9
BDM,LKY,11,3
BDM,HLAR,19,8
BDMJ,NDLS,65,2
BDMJ,PNP,24,3
BDMJ,DLI,64,3
BDMJ,SMK,6,2
BDNK,TENI,15,2
BDNP,SJT,4,1
BDNP,BRE,6,1
BDO,TATA,42,4
BDO,OND,13,4
BDPG,GJTA,4,2
BDPG,CBT,4,2
BDPK,TTPT,3,1
BDPK,MRDL,8,2
BDPK,TLHR,13,1
BDSW,SDS,10,1
BDSW,BUGL,5,1
BDTS,BVI,19,106
BDTS,ST,252,2
BDTS,VAPI,157,2
BDU,J,19,6
BDU,MKDD,37,4
BDU,KMV,19,2
BDVL,FM,6,4
BDVL,UR,7,7
BDVL,NSVP,2,3
BDVR,SUP,7,2
BDVR,CMDP,31,2
BDVT,TKE,21,15
BDVT,SMET,18,8
BDVT,SME,16,7
BDW,NSD,19,2
BDW,BJNR,22,2
BDWD,BSL,31,6
BDWD,MKU,19,8
BDWD,VNA,18,2
BDWD,KLHD,5,1
BDWL,RJS,13,3
BDWL,SOG,18,3
BDWS,MINA,18,4
BDWS,KLRS,28,6
BDWS,GUNA,49,6
BDWS,RSJ,9,3
BDWS,LWS,12,3
BDWS,SVPI,52,4
BDXT,GHH,6,4
BDXT,GGN,4,4
BDXX,TPQ,6,2
BDXX,DMK,11,2
BDYR,NCB,37,4
BDZ,KNJ,10,4
BDZ,THP,5,4
BE,HRI,133,8
BE,MB,91,118
BE,SPN,71,69
BE,RMU,63,34
BE,LKO,235,56
BE,LJN,235,6
BE,PMR,20,11
BE,NRS,32,2
BE,CBJ,8,2
BE,MIL,40,6
BE,BTO,18,2
BE,BLPU,35,2
BE,TLH,53,1
BE,STP,161,15
BE,ON,267,2
BEA,RPR,14,12
BEA,DURE,31,8
BEA,BYN,6,1
BEA,KYA,8,1
BEAS,JUC,37,91
BEAS,JNL,23,9
BEAS,KRE,22,7
BEAS,JRC,41,2
BEB,REJ,9,6
BEB,BPC,18,6
BEB,PLY,18,4
BEB,BFT,6,4
BEDM,BINR,13,4
BEDM,DEEG,12,4
BEH,JSG,22,8
BEH,BMB,15,10
BEH,PNPL,6,5
BEH,GP,50,1
BEH,DIH,7,2
BEHJ,DEEG,6,2
BEHJ,GDO,9,2
BEHR,VST,30,4
BEHR,MWJ,47,6
BEHR,JOBA,40,2
BEHR,BRGW,129,4
BEHR,KMZ,114,4
BEHR,KHBJ,61,5
BEHR,SGAM,93,1
BEHS,POE,6,6
BEHS,WENA,14,6
BEHS,NLD,10,4
BEHS,HRT,19,4
BELA,MDE,11,8
BELA,GAYA,20,12
BELA,JHD,27,4
BELA,NYM,5,2
BELD,NU,11,2
BELD,KKB,5,6
BELD,GPC,5,4
BEM,UJH,13,4
BEM,BRY,43,10
BEM,KSJ,60,4
BEM,SRNK,45,2
BENA,JIBI,14,2
BENA,STRB,10,2
BENL,WDL,4,1
BENL,LMT,5,1
BER,MJ,88,30
BER,FA,154,4
BER,SOD,66,10
BER,SEU,13,7
BER,HP,34,2
BER,BNGM,5,1
BET,KAH,10,2
BEU,BGAN,10,2
BEU,PDR,8,2
BEW,NDN,7,4
BEW,PDP,6,4
BEY,BMH,6,5
BEY,KEF,9,3
BEY,PNM,19,2
BFD,SPK,13,3
BFD,NAM,5,3
BFE,PKK,7,2
BFJ,CSN,7,2
BFJ,JMD,7,2
BFM,JMU,9,2
BFM,MNP,5,2
BFR,KZE,8,3
BFR,KQK,5,3
BFT,SGV,3,4
BG,CHZ,34,6
BG,SC,46,10
BG,ZN,38,5
BG,MLY,40,2
BG,BN,13,4
BG,YADD,6,4
BGAE,JIT,3,2
BGAE,SOAE,3,2
BGAN,GD,17,2
BGAN,PDR,18,2
BGAN,GADM,9,2
BGBR,KRAR,21,14
BGBR,MSMD,31,18
BGBR,KMK,11,4
BGD,SCV,7,2
BGD,SSA,18,2
BGHI,HNM,8,2
BGHI,TZR,9,4
BGHI,STA,28,2
BGHU,CMDP,9,2
BGHU,KVLS,11,2
BGK,LMT,35,20
BGK,MGL,8,3
BGK,GED,13,9
BGK,BJP,97,2
BGK,GDG,93,1
BGK,BSRX,52,2
BGKT,LUNI,28,12
BGKT,JU,3,23
BGKT,SMR,77,6
BGKT,PMY,69,6
BGM,GPB,58,18
BGM,KNP,26,14
BGM,LD,51,22
BGM,DWR,121,14
BGM,MRJ,137,20
BGM,PCH,37,2
BGM,UBL,141,3
BGM,PRG,2112,1
BGM,SXB,9,2
BGMR,CHM,5,3
BGMR,GGAR,5,3
BGN,MZR,19,2
BGN,YAD,11,1
BGN,KTP,8,1
BGND,SWJ,9,2
BGND,SUZ,10,2
BGND,GOM,18,2
BGND,NLP,25,2
BGNP,NDL,30,4
BGNP,KLKA,14,4
BGNR,YY,14,10
BGNR,SBGA,35,10
BGNR,KIGL,32,2
BGNR,HISE,19,2
BGO,GBA,5,3
BGO,PBA,8,3
BGP,JMP,53,10
BGP,SGG,24,54
BGP,BHLE,36,16
BGP,SBO,8,9
BGP,NAT,4,5
BGP,GGA,21,6
BGP,DWLE,25,2
BGP,HPLE,11,2
BGP,CLG,31,12
BGP,PPT,52,2
BGP,SBG,75,6
BGP,MDLE,49,2
BGPL,TMKA,7,2
BGPL,SKND,9,2
BGQ,NBUE,26,2
BGQ,MNQ,13,6
BGQ,FBD,44,4
BGRA,DTAE,5,1
BGS,KGG,41,61
BGS,BJU,15,59
BGS,NBJU,13,26
BGS,SKJ,27,4
BGS,LKN,18,14
BGS,MGR,40,4
BGS,NNA,108,2
BGS,KIR,164,2
BGS,PNC,112,2
BGSF,JMKT,7,2
BGSF,PTKP,10,2
BGTA,SQL,8,4
BGTA,GMD,13,4
BGU,SMI,32,22
BGU,RXL,53,18
BGU,GRH,19,4
BGVN,DD,28,4
BGVN,JEUR,47,2
BGVN,MLM,8,1
BGVN,JNTR,12,1
BGVN,PRWD,21,2
BGWD,GPB,8,2
BGWD,CKR,7,2
BGWI,GRWD,3,5
BGWI,DEHR,3,5
BGY,RJLK,8,2
BGZ,SSB,20,22
BGZ,ROK,40,30
BGZ,SPZ,18,6
BGZ,NNO,13,10
BGZ,DLI,30,2
BGZ,NDLS,31,2
BGZ,GHE,7,1
BH,BRC,71,146
BH,ST,59,133
BH,VS,67,3
BH,PLJ,25,9
BH,NIU,12,6
BH,MYG,40,2
BH,KSB,28,2
BH,UDN,63,4
BH,SYN,46,4
BH,KIM,36,2
BH,CVJ,5,1
BHA,JJ,16,2
BHAL,PTD,6,2
BHB,KFA,14,4
BHB,MNE,8,4
BHBK,SHSK,30,6
BHBK,KNVT,15,6
BHBR,PCDR,10,1
BHBR,PLWR,4,1
BHC,SORO,29,18
BHC,JJKR,44,95
BHC,CTC,115,36
BHC,BLS,62,107
BHC,KGP,183,6
BHC,MKO,14,3
BHC,RNTL,8,3
BHC,KED,15,2
BHC,RDBR,6,2
BHC,BTV,32,2
BHCL,DHA,7,1
BHCL,ZNA,5,1
BHD,SZM,11,1
BHD,NUR,12,1
BHET,BL,59,10
BHET,NDB,160,9
BHET,VAPI,86,2
BHET,NVS,20,7
BHET,CHM,15,6
BHET,VYA,60,3
BHET,SCH,5,5
BHET,UDN,6,5
BHET,BIY,30,2
BHGJ,MIKD,4,1
BHI,BPR,32,4
BHI,KHH,15,10
BHI,DRN,17,2
BHI,IZN,44,4
BHJA,PFU,10,2
BHJA,MKRD,12,2
BHKD,BRKA,12,2
BHKD,PTRU,8,2
BHKH,JHN,7,2
BHKH,PES,4,2
BHL,BJNR,67,29
BHL,CNA,46,23
BHL,COR,54,32
BHL,NSD,108,4
BHL,MDL,11,6
BHL,RLR,34,2
BHL,GGR,32,2
BHL,HMG,18,2
BHLA,SOAE,5,1
BHLA,GPAE,2,1
BHLE,MDLE,13,18
BHLE,DWLE,11,2
BHLE,TELY,5,2
BHLE,PNSA,3,2
BHLK,BIDR,38,19
BHLK,UDGR,43,9
BHLK,KMNR,24,10
BHLK,HBU,15,2
BHLK,KCP,15,2
BHLP,GYN,54,5
BHLP,BSB,6,6
BHLP,MBS,41,3
BHLP,BSBS,2,2
BHNE,TKHE,7,4
BHNE,DXG,6,4
BHNS,KMLR,12,2
BHP,BWN,51,37
BHP,NFK,149,2
BHP,GKH,18,12
BHP,MLDT,182,4
BHP,SNT,33,6
BHP,PNE,5,15
BHP,RPH,60,33
BHP,DKAE,131,12
BHP,HWH,146,4
BHPI,BLGR,14,4
BHPI,JRTB,11,4
BHRM,UDPU,16,2
BHRM,BLGH,13,2
BHS,BPL,53,46
BHS,GLG,21,8
BHS,RKMP,60,10
BHS,VGLJ,237,6
BHS,SCI,9,9
BHS,MABA,68,2
BHS,SHRN,63,22
BHS,BINA,85,25
BHT,HSR,46,2
BHT,SSA,36,6
BHT,MHUL,4,2
BHT,KBKN,6,2
BHT,DING,11,5
BHTA,KMBL,42,7
BHTA,DWK,42,9
BHTA,BPKA,10,2
BHTK,KGS,12,2
BHTK,KOI,11,2
BHTL,KMBL,18,2
BHTL,BPKA,14,2
BHTN,SRID,23,4
BHTN,BRGT,14,6
BHTN,BMR,11,4
BHTN,MML,27,2
BHTR,BTT,13,18
BHTR,BTK,8,5
BHTR,MW,14,7
BHTR,SV,36,6
BHUJ,GIMB,58,7
BHW,PKR,28,5
BHW,TPH,17,13
BHW,GMAN,9,3
BHW,BKLE,8,1
BHW,NFK,14,22
BHW,SBG,55,18
BHW,MLDT,49,2
BHWA,DNRP,22,4
BHWA,SJS,31,4
BHWR,GAH,6,1
BHX,GDB,12,5
BHX,BTI,16,3
BHX,BWX,7,2
BHZ,NHLG,55,4
BHZ,BPB,16,4
BHZ,CNE,5,2
BHZ,HLX,5,2
BIA,BPHB,4,6
BIA,R,22,4
BIA,DBEC,4,2
BID,KGI,17,20
BID,RMGM,15,20
BIDR,ZB,31,21
BIDR,HMBD,52,4
BIDR,UDGR,81,3
BIDR,MTV,19,2
BIDR,KHNP,14,3
BIDR,MRF,55,2
BIG,KGS,19,2
BIG,KGB,15,6
BIG,PND,54,2
BIG,SLKR,7,2
BIG,TGQ,10,4
BIJ,THP,3,4
BIJ,RHA,8,1
BIJ,KLNP,4,3
BIJR,BYNR,6,2
BIJR,SEN,14,2
BILD,BOG,18,1
BILD,MRN,10,3
BILD,RTI,7,2
BILP,KDHL,5,1
BILP,TWV,4,1
BIM,BL,18,23
BIM,NVS,21,17
BIM,DGI,9,4
BIM,JRS,5,3
BIM,GNV,5,2
BINA,RKMP,144,8
BINA,LAR,63,50
BINA,MABA,17,22
BINA,DUA,35,4
BINA,KYE,22,18
BINA,JLN,47,2
BINA,BPL,138,63
BINA,VGLJ,152,78
BINA,MNV,29,10
BINA,SGO,75,19
BINA,MDVK,8,1
BINA,SHRN,149,17
BINA,DMO,152,2
BINA,GUNA,118,2
BINR,DEEG,24,4
BINR,GVH,12,6
BINR,JREA,6,2
BIO,DHD,11,2
BIP,KHOH,11,2
BIP,MKP,15,2
BIQ,NGLT,6,2
BIQ,DXK,6,2
BIRD,BSR,28,34
BIRD,PNVL,38,8
BIRD,KYN,15,26
BIRD,KHBV,8,1
BIRD,KOPR,9,1
BIRP,GMH,5,1
BIRP,KND,5,1
BIS,WADO,6,1
BIS,KJL,6,1
BIWK,NMH,9,2
BIWK,JWO,7,2
BIX,SONI,23,10
BIX,ETW,37,8
BIY,UDN,26,2
BIY,MID,15,5
BIY,CHM,15,8
BIY,VYA,31,6
BIY,GGAR,6,5
BIY,TBV,7,4
BIY,NDB,129,2
BJ,CH,16,4
BJD,MHD,12,7
BJD,MAN,13,8
BJD,KANJ,4,1
BJE,VAA,11,2
BJE,SNTD,7,9
BJE,PEH,9,2
BJE,PRR,49,2
BJE,GMO,43,2
BJE,SBW,6,2
BJE,SDMD,2,1
BJE,MHQ,23,2
BJF,BNGN,15,4
BJF,BPRD,27,4
BJG,THDR,7,2
BJG,PCN,7,2
BJIH,KKHT,3,1
BJIH,TRS,3,1
BJKN,SSA,7,2
BJKN,SHN,8,2
BJM,SCT,6,2
BJMD,NOMD,13,5
BJMD,GUA,8,1
BJNR,NSD,42,25
BJNR,GBP,3,2
BJNR,RLR,33,2
BJNR,MDL,56,4
BJO,BSKR,14,4
BJO,HLDR,17,6
BJO,MZM,25,2
BJP,SUR,109,9
BJP,LMT,62,10
BJP,MNL,18,3
BJP,IMR,4,3
BJP,IDR,51,9
BJP,BSRX,44,10
BJP,TVL,74,1
BJP,NBL,37,2
BJP,MVD,25,2
BJR,KAP,24,6
BJR,BLU,19,6
BJRA,BW,5,1
BJRA,KPO,4,1
BJRI,KTMA,16,10
BJRI,BRH,52,4
BJRI,MDGR,17,4
BJRI,UKR,21,4
BJU,DSS,28,20
BJU,MNE,65,2
BJU,PPTA,108,12
BJU,SPJ,51,66
BJU,MKA,19,4
BJU,HJP,87,31
BJU,PNBE,108,3
BJU,DKGS,4,3
BJU,BRYA,21,4
BJU,BUJ,2,1
BJU,KIUL,37,32
BJU,VPDA,27,2
BJU,SPP,50,6
BJU,LKR,35,4
BJU,JAJ,91,17
BJU,KIR,180,10
BJU,HTZU,10,4
BJU,MOG,37,6
BJU,KGG,56,6
BJU,DES,68,2
BJU,MFP,103,2
BJW,BRC,6,2
BJW,VDA,13,1
BJW,RNO,5,1
BJWS,MHRG,7,2
BJWS,GRKA,5,2
BKC,OSN,15,1
BKC,HRLI,9,1
BKG,FUT,6,5
BKG,PNC,6,5
BKH,PPI,19,14
BKH,SCKR,17,8
BKH,GAR,30,4
BKH,JHT,7,2
BKI,GADJ,85,16
BKI,MURD,32,16
BKI,DO,30,56
BKI,RHG,24,14
BKI,JP,91,8
BKI,BTE,97,12
BKI,BU,13,8
BKI,GLNA,7,2
BKI,SHGN,10,1
BKI,KL,52,2
BKJ,KUDA,15,10
BKJ,UD,16,10
BKL,MDR,16,4
BKL,KMT,28,4
BKLE,DDX,3,1
BKN,SDGH,73,14
BKN,NPS,27,12
BKN,LGH,4,30
BKN,DSO,33,14
BKN,NGO,117,6
BKN,NOK,65,34
BKN,SOG,181,6
BKNG,GDL,35,16
BKNG,RJT,6,18
BKNG,RKY,7,2
BKO,FTP,31,6
BKO,CNB,46,4
BKO,KSQ,8,1
BKP,PNC,35,18
BKP,PNBE,45,35
BKP,MKA,44,37
BKP,FUT,23,14
BKP,KOO,15,34
BKP,HRT,11,8
BKP,HTZ,51,8
BKP,RJPB,43,8
BKP,KWO,9,4
BKP,TKBG,4,1
BKP,KIUL,77,2
BKPT,VNM,5,2
BKPT,KNLP,7,2
BKRD,SM,10,12
BKRD,HCR,10,14
BKRD,MLDT,46,2
BKRL,DRL,7,1
BKRL,CPN,6,1
BKRO,GMIA,6,2
BKRO,BRMO,9,2
BKRO,BRKA,58,2
BKRO,PUS,14,2
BKSC,CRP,15,48
BKSC,MURI,53,60
BKSC,PRR,60,4
BKSC,JAA,41,8
BKSC,GMO,32,18
BKSC,PNW,17,8
BKSC,KSX,29,6
BKSC,DHN,49,19
BKSC,TKB,6,2
BKSC,RJB,11,2
BKSC,RNC,113,5
BKSC,KQR,125,2
BKSC,PNME,50,2
BKSL,SVRP,6,1
BKSL,CLG,6,1
BKTL,PRB,6,2
BKTL,SEH,8,2
BKWA,PJK,6,1
BKWA,KTPK,4,1
BL,NVS,39,53
BL,VAPI,26,119
BL,BSR,147,6
BL,ST,68,65
BL,PLG,107,1
BL,DRD,75,1
BL,BVI,164,8
BL,BOR,96,2
BL,PAD,10,4
BL,DGI,9,7
BL,UVD,16,2
BL,UDN,64,8
BLD,SJN,12,9
BLD,VAPI,11,6
BLD,KEB,5,7
BLD,UBR,17,4
BLDA,KGP,36,16
BLDA,JER,33,13
BLDA,DNT,17,2
BLDA,VKD,6,4
BLDA,NSI,8,4
BLDA,BLS,81,3
BLDA,HIJ,32,2
BLDI,DQN,35,14
BLDI,PTN,51,20
BLDI,DISA,18,6
BLDI,DEOR,26,6
BLDI,RNV,70,10
BLDI,LW,10,2
BLDI,JSI,10,2
BLDI,PNU,46,2
BLG,GGJ,17,1
BLGH,SKKE,8,2
BLGR,TIG,64,36
BLGR,BRGA,75,34
BLGR,LSX,19,10
BLGR,SFC,35,8
BLGR,BRPL,56,6
BLGR,BUDM,43,2
BLGT,GRMP,32,8
BLGT,RMPB,20,4
BLH,SEP,5,1
BLH,DDJ,4,1
BLK,NJP,19,2
BLK,JPE,15,2
BLL,GTL,10,8
BLL,SNKG,4,4
BLL,BNL,7,2
BLLI,MAO,16,2
BLLI,CNO,17,2
BLM,ON,100,2
BLM,HRI,33,22
BLM,LKO,69,6
BLM,SAN,20,12
BLM,LJN,69,2
BLMR,MOBD,5,2
BLMR,JTTN,13,2
BLNI,JEUR,8,1
BLNI,KEM,8,1
BLNR,GWL,2,2
BLNR,RRU,11,2
BLO,CAG,12,2
BLO,MTPC,10,2
BLP,GD,39,17
BLP,JKNI,3,10
BLP,TLR,30,7
BLP,ITE,18,2
BLPA,GUP,36,4
BLPA,CHAA,23,2
BLPE,MRM,10,2
BLPE,SF,7,2
BLPR,KUTI,3,2
BLPR,RNGG,5,2
BLPU,TLH,17,4
BLPU,PMR,16,4
BLPU,SPN,35,2
BLQR,RUPC,18,18
BLQR,RMU,27,16
BLQR,MB,54,2
BLR,MLP,9,3
BLR,HBL,9,3
BLRR,CRLM,3,1
BLS,JER,47,27
BLS,SORO,33,22
BLS,KGP,121,90
BLS,CTC,174,13
BLS,HIJ,112,23
BLS,BTS,28,3
BLS,HIP,12,4
BLS,NGRD,10,4
BLS,TKPL,5,2
BLS,ROP,18,5
BLS,JJKR,102,7
BLSN,MSMD,8,2
BLT,SMR,33,16
BLT,BME,96,4
BLT,BUT,50,14
BLT,LUNI,82,2
BLTR,MAU,35,26
BLTR,BTT,33,8
BLTR,SRU,22,10
BLTR,DEOS,53,4
BLTR,LRD,13,12
BLTR,IAA,27,4
BLTR,KER,14,4
BLU,KJN,25,16
BLU,KAP,43,2
BLU,CPA,52,10
BLX,KSH,6,2
BLY,SRP,11,1
BLY,HWH,8,1
BLZ,BRZ,16,8
BLZ,MSZ,16,10
BLZ,JHL,29,2
BMB,JSG,38,17
BMB,GP,35,17
BMB,GPH,16,10
BMB,TGM,8,2
BMB,DIH,9,2
BMCK,MNGD,17,8
BMCK,THV,19,8
BMD,EE,19,8
BMD,TDD,29,6
BMD,PUA,7,2
BME,BUT,46,8
BME,UTL,11,6
BMF,PAU,22,24
BMF,HNL,58,24
BMGA,PAW,3,2
BMGA,PCR,5,2
BMGN,BOKO,8,2
BMGN,CGON,9,2
BMH,RGM,11,7
BMH,NDL,40,2
BMH,DHNE,36,2
BMH,KEF,15,2
BMI,MGN,35,10
BMI,RTM,45,12
BMI,THDR,27,2
BMI,PCN,13,2
BMI,BOG,7,4
BMJ,UB,9,4
BMJ,SDDN,18,2
BMK,DABN,10,1
BMK,MBY,9,1
BMKD,SAP,18,1
BMKD,PGRL,13,1
BMKI,CAA,31,18
BMKI,SGL,22,27
BMKI,PPA,21,9
BMKI,BTH,44,2
BMNL,JDL,8,1
BMNL,DHRR,7,1
BMO,MZL,58,2
BMO,SC,13,2
BMO,MED,13,9
BMO,MJF,10,10
BMO,GWV,10,1
BMO,GDPL,5,3
BMO,CVB,4,2
BMO,BOZ,2,1
BMPL,ME,6,1
BMPL,MOB,8,1
BMPR,RRP,24,4
BMR,SRID,12,4
BMRN,DWK,17,2
BMRN,MTHP,2,2
BMSB,CHIB,10,2
BMSB,GIMB,14,2
BMT,LPI,18,32
BMT,SC,5,44
BMT,VKB,68,4
BMT,RC,278,2
BMT,HYB,7,8
BMT,SNF,4,13
BMT,KQD,5,3
BMT,TDU,110,4
BMU,SFG,5,2
BMU,MRE,9,2
BN,NLDA,77,3
BN,SC,33,5
BN,GT,13,5
BN,GNT,248,1
BN,RMNP,42,2
BNA,SOQ,8,1
BNA,BNP,10,3
BNA,GDG,35,2
BNBH,MCS,3,2
BNBR,KHF,9,2
BNBR,SORO,9,4
BNBR,PNPN,5,2
BNC,HSRA,55,2
BNC,KJM,9,2
BNCE,GBD,79,1
BNCE,SBC,7,12
BNCE,YNK,20,3
BNCE,JTJ,133,1
BNCE,KJM,7,3
BNCE,BWT,64,1
BNCE,BYPL,4,1
BNCE,CRLM,16,2
BNDA,MBA,53,26
BNDA,CKTD,69,10
BNDA,KID,10,2
BNDA,DWI,10,2
BNDA,RGU,40,10
BNDA,KHU,18,2
BNDI,PSLI,7,2
BNDI,MLGH,15,2
BNDM,MOU,33,2
BNDM,ROU,7,3
BNDM,NXN,21,1
BNDP,GZO,28,8
BNDP,GRMP,13,12
BNDP,EKI,42,4
BNE,GAR,13,6
BNE,KY,15,6
BNG,RTM,47,12
BNG,FTD,32,12
BNG,RNJ,16,2
BNG,INDB,71,2
BNGM,KRW,10,1
BNGN,NBQ,3,10
BNGN,SBE,34,4
BNI,NDPM,7,4
BNI,ODG,31,4
BNK,TTR,5,1
BNK,RDI,6,1
BNKH,GHL,7,1
BNKH,DBL,4,1
BNKI,PRNA,36,2
BNKI,MRIJ,20,6
BNKI,PRNC,31,6
BNKI,JNKR,8,2
BNKI,SRSI,10,1
BNKI,SKHK,6,1
BNL,TKBN,4,6
BNL,SNKG,3,4
BNLS,MKBH,3,2
BNLS,RMN,6,2
BNLW,CKB,43,2
BNLW,DPA,59,24
BNLW,SWM,65,16
BNLW,ISA,26,10
BNLW,CHNN,13,4
BNLW,SRAS,16,4
BNLW,SNGN,54,4
BNN,DUI,31,14
BNN,PUL,32,8
BNN,TAPA,19,6
BNO,RKB,13,2
BNO,JWL,8,2
BNO,JUCT,7,2
BNOD,MRSH,25,2
BNOD,WOC,11,2
BNP,KBL,13,7
BNP,GDG,45,4
BNQ,NMZ,38,2
BNQ,DLO,15,2
BNQ,NKB,18,2
BNQ,BNV,5,2
BNR,HJP,19,16
BNR,MFP,35,8
BNR,GRL,8,8
BNSA,TPU,10,4
BNSA,KHMA,14,4
BNT,PHD,36,8
BNT,ETW,20,12
BNT,KNS,45,4
BNTH,SHH,5,2
BNTH,LAL,6,2
BNTL,KBPR,24,14
BNTL,MAJN,19,12
BNTL,SL,39,2
BNU,DMO,15,10
BNU,KMZ,93,6
BNU,SYA,45,2
BNU,GEA,11,2
BNV,DLO,9,6
BNV,NMZ,44,8
BNV,NKB,23,2
BNV,HSA,34,4
BNVD,PBR,52,5
BNVD,LPJ,36,4
BNVD,WSJ,18,3
BNVD,JAM,87,4
BNW,KLNK,29,8
BNW,HSR,61,15
BNW,CKD,27,16
BNW,ROK,50,4
BNW,SUI,9,3
BNW,MHU,14,3
BNW,BWK,18,5
BNW,KHRK,21,2
BNW,HNS,37,1
BNW,DZL,7,2
BNW,RE,83,3
BNXR,SDAH,7,8
BNXR,DAKE,9,4
BNXR,NH,34,4
BNY,PPW,16,10
BNY,SDDN,40,4
BNY,TLR,38,4
BNY,SOT,22,8
BNY,PRZ,13,2
BNZ,GD,113,8
BNZ,LJN,11,8
BNZ,GTNR,4,11
BNZ,LC,7,8
BOBS,JOB,7,2
BOBS,DNK,11,3
BOBS,DHND,12,1
BOD,RTM,10,4
BOD,RNH,8,4
BOE,MLDT,88,20
BOE,KNE,57,48
BOE,KIR,41,22
BOE,HCR,33,12
BOE,RGJ,21,4
BOE,DLK,29,14
BOE,SM,53,8
BOE,SUD,12,4
BOE,NJP,145,2
BOE,KDPR,27,2
BOF,SOL,4,10
BOF,KMTI,4,5
BOF,DMP,9,7
BOF,SML,54,2
BOG,RTM,38,1
BOG,RTI,11,2
BOI,PDA,10,1
BOI,MYM,11,1
BOJ,LXA,20,2
BOJ,SPK,14,3
BOJ,NTSK,68,2
BOJ,SLGR,34,4
BOJ,NAM,32,2
BOJ,SFR,10,1
BOKE,RN,7,1
BOKE,UKC,13,1
BOKO,SNCA,8,2
BOKR,MUE,23,6
BOKR,HEM,43,4
BOKR,HDGR,22,2
BOMN,CHKE,30,5
BOMN,MOMU,17,5
BONA,HNPA,7,2
BONA,JRPD,15,4
BONA,RAIR,47,8
BOR,VR,43,6
BOR,VAPI,69,30
BOR,BSR,52,22
BOR,PLG,12,10
BOR,DRD,21,7
BOR,BVI,69,7
BOR,VGN,9,7
BOR,UOI,6,1
BORA,NAK,13,2
BORA,SGUJ,10,8
BORA,TKG,46,6
BOW,BSRL,11,2
BOW,MKN,6,2
BOY,SAW,16,8
BOY,PRF,8,8
BOY,BSB,45,20
BOY,BSBS,46,7
BOY,MOF,8,4
BOY,JNH,31,16
BOY,MBDP,84,8
BOY,PRYJ,90,2
BOY,LOT,38,1
BOY,SWPR,22,2
BP,SDAH,25,2
BP,NH,16,8
BP,KOAA,18,4
BP,RHA,51,2
BP,SEP,6,1
BP,DDJ,15,3
BPA,SKZR,39,42
BPA,MCI,20,32
BPA,BPQ,109,5
BPA,RVKH,13,2
BPA,MMZ,9,4
BPA,RECH,11,4
BPA,PDPL,52,7
BPA,RDM,34,6
BPB,NKMG,21,18
BPB,NHLG,71,30
BPB,SCL,30,18
BPB,DMR,86,4
BPB,KTX,10,4
BPB,SQF,6,2
BPB,KXJ,22,2
BPB,BXG,8,2
BPB,JGLP,60,2
BPB,HJI,205,2
BPB,NHGJ,51,4
BPC,CSZ,4,6
BPC,MBB,11,4
BPC,SGV,9,3
BPC,NBPH,5,1
BPD,KNJ,7,3
BPD,DHU,6,3
